"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","tweetid"
"307","League of Legends EUW || Tournament Clash Game || Tier 4: via @YouTube",FALSE,0,NA,2017-12-16 22:19:17,FALSE,NA,"942157208996982784",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","enreyha",0,FALSE,FALSE,NA,NA,307
"308","I added a video to a @YouTube playlist Braumix | League of Legends Community Collab",FALSE,0,NA,2017-12-16 22:19:12,FALSE,NA,"942157188478521344",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","deadmansland12",0,FALSE,FALSE,NA,NA,308
"309","RT @angelofnight75: Tis the season! It's time for a Christmas Giveaway! 
See the link below for details on how to enter: ",FALSE,0,NA,2017-12-16 22:16:43,FALSE,NA,"942156560897400834",NA,"<a href=""https://www.youtube.com/channel/UC_-radEy3fd_atCgTEX2Cwg?view_as=subscriber"" rel=""nofollow"">OneShotblaze</a>","ChromeBlazeG",2,TRUE,FALSE,NA,NA,309
"310","a couple of people I'm following are starting to play League of Legends and I'm scared",FALSE,4,NA,2017-12-16 22:15:58,FALSE,NA,"942156372711534592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DudewitdaK",0,FALSE,FALSE,NA,NA,310
"311","RT @TERM1N8T0R: STREAMING NOW  on #Twitch is @Somayax swing on over to her channel you will not regret it  Abb",FALSE,0,NA,2017-12-16 22:15:38,FALSE,NA,"942156289718849536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Somayax",44,TRUE,FALSE,NA,NA,311
"312","Welcome to the League of Legends Champion Spotlight Featuring: Lady Gaga, the Permabanned Champ",FALSE,0,NA,2017-12-16 22:14:49,FALSE,NA,"942156084176998400",NA,"<a href=""http://twitter.com/phreakbot"" rel=""nofollow"">Phreak Bot</a>","PhreakBot",0,FALSE,FALSE,NA,NA,312
"313","RT @MatterMastermin: I am now live on #twitch

excited to play and see you guys

playing hearthstone and league of legends

anyone who re t",FALSE,0,NA,2017-12-16 22:14:06,FALSE,NA,"942155902777483264",NA,"<a href=""https://cammierawrbescared.net"" rel=""nofollow"">Cammiiiiiibot</a>","cammierawr",1,TRUE,FALSE,NA,NA,313
"314","Tis the season! It's time for a Christmas Giveaway! 
See the link below for details on how to enter: ",FALSE,0,NA,2017-12-16 22:12:18,TRUE,NA,"942155450161795073",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angelofnight75",2,FALSE,FALSE,NA,NA,314
"315","""you gotta pick a role, i've been saying it for 20 minutes now""
""why don't they got a whupass role""

I'm so glad ri ",FALSE,0,NA,2017-12-16 22:11:04,TRUE,NA,"942155141053952000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bitterbear_",0,FALSE,FALSE,NA,NA,315
"316","I am now live on #twitch

excited to play and see you guys

playing hearthstone and league of legends

anyone who r ",FALSE,0,NA,2017-12-16 22:10:17,TRUE,NA,"942154944379047937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MatterMastermin",1,FALSE,FALSE,NA,NA,316
"317","Danielle Beaulieu did another League of Legends boudoir themed with Jeremiah Seymour Photograph... ",FALSE,0,NA,2017-12-16 22:08:30,FALSE,NA,"942154494703558663",NA,"<a href=""http://www.wonderland.fm/"" rel=""nofollow"">wonderland.fm</a>","porquepechos",0,FALSE,FALSE,NA,NA,317
"318","@julie_ann3 @m_Icenhour9 I play league of legends and I'll beat everyone in it help me spread the word call me out ;)",FALSE,0,"julie_ann3",2017-12-16 22:08:27,FALSE,"941514027896918017","942154482095394816","451978361","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brady_Brokaw",0,FALSE,FALSE,NA,NA,318
"319","good League of Legends porn",FALSE,0,NA,2017-12-16 22:08:22,FALSE,NA,"942154461425922048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CostanzaFella",0,FALSE,FALSE,NA,NA,319
"320","LoL Stream Live - Busted mechanics with patch 7.24 latest league of legends information ",FALSE,0,NA,2017-12-16 22:08:08,FALSE,NA,"942154400444878848",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","QuadraDare",0,FALSE,FALSE,NA,NA,320
"321","RT @ComicBookNOW: ICYMI: These League of Legends early sales won't be around for long. ",FALSE,0,NA,2017-12-16 22:06:55,FALSE,NA,"942154094164267009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Doodler2k5",4,TRUE,FALSE,NA,NA,321
"322","like, hunny, if someone who plays league of legends (me) tell you you have bad taste, i'm sorry but /that's/ not so ",FALSE,4,"yordlefucker",2017-12-16 22:06:32,TRUE,"942153797572419586","942154000316747776","1007316234","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","yordlefucker",0,FALSE,FALSE,NA,NA,322
"323","LadyLemonCosplay November 5 at 4:48pm   Sherwood Forest Ashe - League of Legends PH: Photograp... ",FALSE,0,NA,2017-12-16 22:05:30,FALSE,NA,"942153740748050432",NA,"<a href=""http://www.wonderland.fm/"" rel=""nofollow"">wonderland.fm</a>","porquepechos",0,FALSE,FALSE,NA,NA,323
"324","RT @Nadeshot: Things Ive learned from the Twitch community while playing my first session of League of Legends ever...

Do not press D to",FALSE,0,NA,2017-12-16 22:04:48,FALSE,NA,"942153561428828160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chance_RS",1059,TRUE,FALSE,NA,NA,324
"325","Am apreciat un videoclip pe @YouTube, #League Of Legends EX Challenger Main ADC !!!",FALSE,0,NA,2017-12-16 22:04:39,FALSE,NA,"942153525009747968",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Black14084860",0,FALSE,FALSE,NA,NA,325
"326","TILT YOUR ENEMIES WITH THIS MAX POKE HEIMER BUILD! NEW HEIMERDINGER SEASON 8! - League of Legends: via",FALSE,11,NA,2017-12-16 22:03:54,FALSE,NA,"942153338753306624",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","SoloRenektonLoL",0,FALSE,FALSE,NA,NA,326
"327","I liked a @YouTube video RITO PLZ VAGO | Parche 7.24 B (PARTE II) LA SECUELA de KK (League of Legends)",FALSE,0,NA,2017-12-16 22:03:07,FALSE,NA,"942153138064195591",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","JoeX92",0,FALSE,FALSE,NA,NA,327
"328","Free Riot Points! - League Of Legends! Quiero RP :'v",FALSE,0,NA,2017-12-16 22:02:48,FALSE,NA,"942153058976501761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Martin_2000_",0,FALSE,FALSE,NA,NA,328
"329","I liked a @YouTube video REDMERCY VS BJERGSEN | $200 1v1 SHOWDOWN!! Season 2 - League of Legends",FALSE,0,NA,2017-12-16 22:02:32,FALSE,NA,"942152994577158150",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","PS4UTube",0,FALSE,FALSE,NA,NA,329
"330","RT @zanzvh: @Poneify overwatch and LEAGUE OF LEGENDS",FALSE,0,NA,2017-12-16 22:01:38,FALSE,NA,"942152766419619844",NA,"<a href=""https://www.tumblr.com/blog/bastion-bot"" rel=""nofollow"">BastionBot</a>","Bastionbot",1,TRUE,FALSE,NA,NA,330
"331","WTF &amp; Funny Moments | ALL-STAR 2017 (League of Legends) via @YouTube",FALSE,0,NA,2017-12-16 22:01:31,FALSE,NA,"942152737793462272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RaZvYR3D",0,FALSE,FALSE,NA,NA,331
"332","RT @moobeat: Rammix | League of Legends Community Collab ",FALSE,0,NA,2017-12-16 22:01:31,FALSE,NA,"942152737113944064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cavmun",30,TRUE,FALSE,NA,NA,332
"333","Your boy about to be live on #twitch in about 10 minutes

playing hearthstone and league of legends

Hopefully see ",FALSE,0,NA,2017-12-16 22:01:23,TRUE,NA,"942152703496597504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MatterMastermin",1,FALSE,FALSE,NA,NA,333
"334","I liked a @YouTube video WTF &amp; Funny Moments | ALL-STAR 2017 (League of Legends)",FALSE,0,NA,2017-12-16 22:01:23,FALSE,NA,"942152702607413249",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","RaZvYR3D",0,FALSE,FALSE,NA,NA,334
"335","RT @G2esports: Join us in welcoming our new League of Legends Head Coach, @GrabbzLoL! 

Read the full announcement  ",FALSE,0,NA,2017-12-16 22:01:10,FALSE,NA,"942152646940659713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kockiri_xd",94,TRUE,FALSE,NA,NA,335
"336","Gripex - I'M SO GOOD AT LEAGUE OF LEGENDS via @YouTube",FALSE,0,NA,2017-12-16 22:01:09,FALSE,NA,"942152644386283520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RaZvYR3D",0,FALSE,FALSE,NA,NA,336
"337","@zanzvh FUCK LEAGUE OF LEGENDS",FALSE,0,"zanzvh",2017-12-16 22:01:08,FALSE,"942152555580329984","942152638992408576","1963795657","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Poneify",0,FALSE,FALSE,NA,NA,337
"338","I liked a @YouTube video Gripex - I'M SO GOOD AT LEAGUE OF LEGENDS",FALSE,0,NA,2017-12-16 22:01:03,FALSE,NA,"942152618369011712",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","RaZvYR3D",0,FALSE,FALSE,NA,NA,338
"339","New of Call of Duty Ghosts on Ebay : League of Legends Account NA Silver 2 All Champs/245 Skins ",FALSE,0,NA,2017-12-16 22:00:48,TRUE,NA,"942152557983657986",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ebayCodGhosts",0,FALSE,FALSE,NA,NA,339
"340","@Poneify overwatch and LEAGUE OF LEGENDS",FALSE,0,"Poneify",2017-12-16 22:00:48,FALSE,"942149964976869376","942152555580329984","2619734658","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zanzvh",1,FALSE,FALSE,NA,NA,340
"341","New of Call of Duty Ghosts on Ebay : League of LEgends Account | NA | silver 5 | 31champs 2Skins ",FALSE,0,NA,2017-12-16 22:00:46,TRUE,NA,"942152546998718464",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ebayCodGhosts",0,FALSE,FALSE,NA,NA,341
"342","RT @TERM1N8T0R:  LIVE NOW Streaming on Twitch is @YoJupi check out her channel &amp; tap the follow button - Dani",FALSE,0,NA,2017-12-16 22:00:41,FALSE,NA,"942152528522866688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","YoJupi",46,TRUE,FALSE,NA,NA,342
"343"," cosplayfanatics: League of Legends_Morgana by BottleTsai ",FALSE,0,NA,2017-12-16 22:00:04,FALSE,NA,"942152373576888320",NA,"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","EddyMarquez",0,FALSE,FALSE,NA,NA,343
"344","if i play league of legends will females like me",FALSE,2,NA,2017-12-16 22:00:00,FALSE,NA,"942152354228563968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kevzso",0,FALSE,FALSE,NA,NA,344
"345","@Bastian_Puss @wruffstuff @LeagueOfLegends League of legends? I had such respect for you ;)",FALSE,1,"Bastian_Puss",2017-12-16 21:58:58,FALSE,"942145529374494720","942152093653258240","765986628615671809","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pup_jolt",0,FALSE,FALSE,NA,NA,345
"346","I added a video to a @YouTube playlist League Of Legends Lp4 #3 - Legend Of The Poro King",FALSE,0,NA,2017-12-16 21:58:38,FALSE,NA,"942152010278858752",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Darkdemoncraze",0,FALSE,FALSE,NA,NA,346
"347","im never playing league of legends again wtf fukking game",FALSE,0,NA,2017-12-16 21:58:26,FALSE,NA,"942151962883182593",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","adii_army",0,FALSE,FALSE,NA,NA,347
"348","RT @Youth_Esports: Our League of Legends tournament at #YEAWinterFest is starting NOW! Tune in and show some support for your favorite high",FALSE,0,NA,2017-12-16 21:56:30,FALSE,NA,"942151474632466432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STARS__Gaming",2,TRUE,FALSE,NA,NA,348
"349","I liked a @YouTube video Rammix | League of Legends Community Collab",FALSE,0,NA,2017-12-16 21:56:01,FALSE,NA,"942151352721072128",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","ActiveOverkill",0,FALSE,FALSE,NA,NA,349
"350","RT @ComicBookNOW: ICYMI: These League of Legends early sales won't be around for long. ",FALSE,0,NA,2017-12-16 21:55:59,FALSE,NA,"942151343954948101",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","TallTreasure",4,TRUE,FALSE,NA,NA,350
"351","RT @XenoTek_VG: Stream will be up soon my ghouls, doing some Vainglory, into League of Legends later! :D",FALSE,0,NA,2017-12-16 21:55:19,FALSE,NA,"942151176312590336",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Chanchai_NS",1,TRUE,FALSE,NA,NA,351
"352","ICYMI: These League of Legends early sales won't be around for long. ",FALSE,0,NA,2017-12-16 21:55:00,FALSE,NA,"942151096763547653",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WWG",0,FALSE,FALSE,NA,NA,352
"353","ICYMI: These League of Legends early sales won't be around for long. ",FALSE,9,NA,2017-12-16 21:55:00,FALSE,NA,"942151096688107524",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ComicBookNOW",4,FALSE,FALSE,NA,NA,353
"354","Me ha gustado un vdeo de @YouTube (- How to INSTALL the new LEAGUE OF LEGENDS client on UBUNTU and ARCH",FALSE,0,NA,2017-12-16 21:53:55,FALSE,NA,"942150826155565062",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Miguel5tuxD",0,FALSE,FALSE,NA,NA,354
"355","RT @KingNahiem: Currently Live! Playing: League of Legends &amp; BattleRite

Click that follow button, don't miss out!",FALSE,0,NA,2017-12-16 21:52:58,FALSE,NA,"942150585649856513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TJKurse",7,TRUE,FALSE,NA,NA,355
"356","Your Honor,

League of Legends
                                                                        DEATH.",FALSE,5,NA,2017-12-16 21:52:46,FALSE,NA,"942150535842582528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","drachenlance",0,FALSE,FALSE,NA,NA,356
"357","just gotta get through today and tomorrow and then i can FIEND out some league of fucking legends YEAH",FALSE,0,NA,2017-12-16 21:52:36,FALSE,NA,"942150494000054272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","King_OCE",0,FALSE,FALSE,NA,NA,357
"358","I was commissioned by a friend to write a theme for her League of Legends P.R.O.J.E.C.T OC ",FALSE,3,NA,2017-12-16 21:52:20,TRUE,NA,"942150425402396676",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BenMillsWorks",0,FALSE,FALSE,NA,NA,358
"359","@staroftherogue your honor, league of legends",FALSE,2,"staroftherogue",2017-12-16 21:50:46,FALSE,"942149718531981313","942150031334936579","707719801783713792","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DudewitdaK",0,FALSE,FALSE,NA,NA,359
"360","if none of you know what i look like, just think of teemo league of legends",FALSE,2,NA,2017-12-16 21:49:31,FALSE,NA,"942149718531981313",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","staroftherogue",0,FALSE,FALSE,NA,NA,360
"361","RT @TheMutsumi_623: Tournoi Clash League of Legends, ",FALSE,0,NA,2017-12-16 21:49:11,FALSE,NA,"942149632909553664",NA,"<a href=""https://twitter.com/_BobbyCloud_"" rel=""nofollow"">bobbycloud</a>","_BobbyCloud_",1,TRUE,FALSE,NA,NA,361
"362","Tournoi Clash League of Legends, ",FALSE,2,NA,2017-12-16 21:49:10,FALSE,NA,"942149631059865600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheMutsumi_623",1,FALSE,FALSE,NA,NA,362
"363","Gripex - I'M SO GOOD AT LEAGUE OF LEGENDS ",FALSE,1,NA,2017-12-16 21:45:06,FALSE,NA,"942148605111963648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goaway552",0,FALSE,FALSE,NA,NA,363
"364","@RikEditor League of legends",FALSE,0,"RikEditor",2017-12-16 21:44:18,FALSE,"942053178736021504","942148405475840006","142650029","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RuyJr_2012",0,FALSE,FALSE,NA,NA,364
"365","I liked a @YouTube video Gripex - I'M SO GOOD AT LEAGUE OF LEGENDS",FALSE,1,NA,2017-12-16 21:43:59,FALSE,NA,"942148322604781568",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","ohAxC",0,FALSE,FALSE,NA,NA,365
"366","RT @Sigfred42: [Live]
Episode 107
Final push to be",FALSE,0,NA,2017-12-16 21:42:16,FALSE,NA,"942147891434364928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dammit_joe",1,TRUE,FALSE,NA,NA,366
"367","I liked a @YouTube video Rammix | League of Legends Community Collab",FALSE,0,NA,2017-12-16 21:39:34,FALSE,NA,"942147211080753154",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Mecroscopic",0,FALSE,FALSE,NA,NA,367
"368","The whole Cantina Club team is going out to see The Last Jedi tonight so our stream will be a couple hours early to ",FALSE,2,NA,2017-12-16 21:38:46,TRUE,NA,"942147012836970497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CantinaClubGame",1,FALSE,FALSE,NA,NA,368
"369","@algandars league of legends

Death",FALSE,0,"algandars",2017-12-16 21:38:00,FALSE,"942139977571491840","942146820246867970","2965681270","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","personqwer",0,FALSE,FALSE,NA,NA,369
"370","league of legends ",FALSE,0,NA,2017-12-16 21:37:41,FALSE,NA,"942146737644425216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osama5546",0,FALSE,FALSE,NA,NA,370
"371","[LIVE] Ranked Flex | League of Legends | Let's Stream: via @YouTube",FALSE,0,NA,2017-12-16 21:36:49,FALSE,NA,"942146519024787456",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","StejinX",0,FALSE,FALSE,NA,NA,371
"372","RT @MatterMastermin: #twitch stream in 30 minutes, 

excited to play some hearth stone and league of legends

hopefully i get to see some n",FALSE,0,NA,2017-12-16 21:34:51,FALSE,NA,"942146026160381952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MOMMY_ZORBZ",2,TRUE,FALSE,NA,NA,372
"373","I liked a @YouTube video THERE IS NO WAY WE CAME BACK FROM THIS | Mid Lane to Diamond #15 - League of Legends",FALSE,0,NA,2017-12-16 21:34:03,FALSE,NA,"942145822824812545",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","AlinutAlin",0,FALSE,FALSE,NA,NA,373
"374","New of Call of Duty Ghosts on Ebay : League of Legends Account, all champions ,382 skins. ",FALSE,0,NA,2017-12-16 21:30:33,FALSE,NA,"942144943874822145",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ebayCodGhosts",0,FALSE,FALSE,NA,NA,374
"375","I liked a @YouTube video WTF &amp; Funny Moments | ALL-STAR 2017 (League of Legends) ",FALSE,0,NA,2017-12-16 21:29:53,FALSE,NA,"942144777105170433",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","CharlesAJohnson",0,FALSE,FALSE,NA,NA,375
"376","I liked a @YouTube video WTF &amp; Funny Moments | ALL-STAR 2017 (League of Legends)",FALSE,0,NA,2017-12-16 21:29:41,FALSE,NA,"942144724886056960",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","CharlesAJohnson",0,FALSE,FALSE,NA,NA,376
"377","I liked a @YouTube video WHEN I FIRST STARTED PLAYING LEAGUE OF LEGENDS",FALSE,0,NA,2017-12-16 21:28:53,FALSE,NA,"942144523240656897",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","LunaITGalaxy",0,FALSE,FALSE,NA,NA,377
"378","ALSO! League of legends has the ability to pause the game when there is a technical difficulty, private servers + pause ability?",FALSE,45,"colton_wall",2017-12-16 21:27:42,FALSE,"942142795250315264","942144224732090370","911592902","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","colton_wall",1,FALSE,FALSE,NA,NA,378
"379","Streaming some League of Legends. Playing some flex queue with a mate. 
",FALSE,3,NA,2017-12-16 21:27:22,FALSE,NA,"942144142410477569",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Entzz1",1,FALSE,FALSE,NA,NA,379
"380","#twitch stream in 30 minutes, 

excited to play some hearth stone and league of legends

hopefully i get to see som ",FALSE,1,NA,2017-12-16 21:26:48,TRUE,NA,"942144001163055104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MatterMastermin",2,FALSE,FALSE,NA,NA,380
"381","Pentakill / Draven / League of Draven... legends part1: via @YouTube",FALSE,0,NA,2017-12-16 21:25:34,FALSE,NA,"942143690079965185",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","GerardoAlejoMW",0,FALSE,FALSE,NA,NA,381
"382","RT @PunjabiLegends_: The #SIX which took legends to the #SemiFinals of the first #T10 #CRICKET LEAGUE
#HISTORY REPEATED by @TridentSportsX.",FALSE,0,NA,2017-12-16 21:24:16,FALSE,NA,"942143361967902720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ahmadfied19",3,TRUE,FALSE,NA,NA,382
"383","RT @Reiss_wolf: LIVE for some League of Legends viewer games! JUNGLE TIME! various junglers, memes and DREAMS! might play some Stardew Vall",FALSE,0,NA,2017-12-16 21:21:16,FALSE,NA,"942142605835624448",NA,"<a href=""https://www.twitch.tv/lurkforcetv"" rel=""nofollow"">retweetbotok</a>","lurkforceTV",5,TRUE,FALSE,NA,NA,383
"384","WTF &amp; Funny Moments | ALL-STAR 2017 (League of Legends) | #AllStar2017 #LeagueOfLegends",FALSE,0,NA,2017-12-16 21:21:04,FALSE,NA,"942142555906560001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MachinimaRealm",0,FALSE,FALSE,NA,NA,384
"385"," League of Legends Time!~ Seeya in a few!~  &lt;3 #lol #leagueoflegends #moba #game #youtube ",FALSE,0,NA,2017-12-16 21:18:58,FALSE,NA,"942142030817517569",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ravenocide",0,FALSE,FALSE,NA,NA,385
"386","Liked on YouTube: lol   o melhor pior time do mundo de league of legends ",FALSE,0,NA,2017-12-16 21:18:24,FALSE,NA,"942141885996503042",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Anderso60412916",0,FALSE,FALSE,NA,NA,386
"387","TOP LOL PLAYS | League of Legends (Episode 169) ",FALSE,0,NA,2017-12-16 21:18:13,FALSE,NA,"942141840979087360",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","7z_gamers",0,FALSE,FALSE,NA,NA,387
"388","Ugh i can't find anything for my nephew bc he's a dork and likes league of legends instead of overwatch which is obvs way cooler",FALSE,0,NA,2017-12-16 21:18:09,FALSE,NA,"942141825057308672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hackedmotionart",0,FALSE,FALSE,NA,NA,388
"389","RT @iahgos: league of legends",FALSE,0,NA,2017-12-16 21:16:55,FALSE,NA,"942141511172546560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_mariagama",12,TRUE,FALSE,NA,NA,389
"390","Welcome to the League of Legends Champion Spotlight Featuring: Illaoi, the Horse",FALSE,0,NA,2017-12-16 21:14:49,FALSE,NA,"942140985865392128",NA,"<a href=""http://twitter.com/phreakbot"" rel=""nofollow"">Phreak Bot</a>","PhreakBot",0,FALSE,FALSE,NA,NA,390
"391","RT @Reiss_wolf: LIVE for some League of Legends viewer games! JUNGLE TIME! various junglers, memes and DREAMS! might play some Stardew Vall",FALSE,0,NA,2017-12-16 21:13:15,FALSE,NA,"942140589276934145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Katherineserene",5,TRUE,FALSE,NA,NA,391
"392","@YBourykina I will try then! Im sure theres people that know much more than I do so its nearly impossible that I ",FALSE,1,"YBourykina",2017-12-16 21:13:00,TRUE,"942138972402196480","942140528312881153","378658931","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imanol_ulcho",0,FALSE,FALSE,NA,NA,392
"393","RT @KingNahiem: Currently Live! Playing: League of Legends &amp; BattleRite

Click that follow button, don't miss out!",FALSE,0,NA,2017-12-16 21:11:37,FALSE,NA,"942140180533833729",NA,"<a href=""https://payday.gg"" rel=""nofollow"">PayDay RTs</a>","Jay_Shazam",7,TRUE,FALSE,NA,NA,393
"394","New of Call of Duty Ghosts on Ebay : LoL NA Account League of Legends Smurf 60000 60k IP BE Unranked Level 70+ PC ",FALSE,0,NA,2017-12-16 21:10:31,TRUE,NA,"942139901671346176",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ebayCodGhosts",0,FALSE,FALSE,NA,NA,394
"395","@LeagueOfLegends @riotgames @RiotSupport i very much dislike league of legends more than i like it. It fact, I dont ",FALSE,1,"LeagueOfLegends",2017-12-16 21:10:11,TRUE,NA,"942139819689312256","577401044","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kiidgrape",0,FALSE,FALSE,NA,NA,395
"396","Streaming some League of Legends

",FALSE,1,NA,2017-12-16 21:09:56,FALSE,NA,"942139754849685504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Eric_Dubyu",0,FALSE,FALSE,NA,NA,396
"397","RT @Reiss_wolf: LIVE for some League of Legends viewer games! JUNGLE TIME! various junglers, memes and DREAMS! might play some Stardew Vall",FALSE,0,NA,2017-12-16 21:09:29,FALSE,NA,"942139643356729345",NA,"<a href=""http://www.rdtechy.com"" rel=""nofollow"">RDTechy RT</a>","StreamerUnite",5,TRUE,FALSE,NA,NA,397
"398","Me gust un video de @YouTube REDMERCY VS BJERGSEN | $200 1v1 SHOWDOWN!! Season 2 - League of Legends",FALSE,0,NA,2017-12-16 21:08:33,FALSE,NA,"942139405908750336",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","fransniper1985",0,FALSE,FALSE,NA,NA,398
